,sentence,cluster,distance_from_cluster_center,deviation_from_mean_dist_from_center,cluster_distance_std_from_center
1661,anyone have suggestions?,57,14.386070244793485,0.07596443510098894,0.09297271776846235
1662,no idea who to eliminate.,35,0.46058594960013666,0.03737517106880334,0.14858986104472496
1663,hello.,10,0.9983496120176321,7.56046723864312e-05,9.60678253491835e-05
1664,i guess firstname was right 😂 ,9,1.8429988891073243,0.032249422180347986,0.09260394480264153
1665,only mafia can talk and vote at night,59,0.9941906744441326,0.0007791465948956411,0.0006634340364248014
1666,hi all,90,0.9766437895634474,0.0003755585384157545,0.0011704258169573007
1667,no,5,0.5049470166281936,0.3504127580763706,0.2946860553045414
1668,mafia can't send messages at night.,59,0.9950592044515263,8.938341249808968e-05,0.0006634340364248014
1669,ok,13,0.39301682778918845,0.17637622500126726,0.26317258144691374
1670,hello everyone,42,0.5965235826710329,0.05775800531848008,0.05028870661417128
1671,same ,95,5.6339594087540075,0.21033227778637364,0.2137284962182744
1672,trying to think what we can go off,57,14.065410942122625,0.24469486756987102,0.09297271776846235
1673,anyone have anything to offer. i dont even know what would be suspicious,88,0.7834022562077029,0.05493163349361718,0.044296930527068415
1674,who is mafia? ,25,21.251876699651344,0.1257205880027037,0.08362252477365324
1675,too easy well i dont want to just blindly kill so idk,94,0.9815380308496007,0.0017300706071936567,0.0035384739643288476
1676,seems between those two,73,12.085407604106308,0.0016161590179706309,0.10830015599328739
1677,hmm well firstname kept the same person,50,0.9830193006110659,0.0007750790782140582,0.0017317456183443601
1678,"sorry, :)",1,0.8456244100365812,0.139181267875089,0.17869471510766582
1679,🤔 i still don't know i'm just going along with the crow d,28,19.187276214100645,0.08667163375291054,0.08485757669427652
1680,hi.,3,0.9999998388780919,1.1822629408797525e-07,3.801308636795539e-08
1681,that's just mean man! ;),66,0.8939244198472784,0.02220182644047808,0.03630816106266816
1682,maybe firstname lastname but he changed choices this time maybe to throw off,71,0.9012028384841478,0.01655867084664331,0.12963946403384116
1683,no sweat ;),66,0.8998138771399284,0.02809128373312808,0.03630816106266816
1684,"firstname, care to weigh in?",38,0.999999862383106,4.076040682754467e-08,4.443830107220432e-08
1685,i say firstname,17,0.9836471541614311,0.0014145744125596549,0.0011995359741607035
1686,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1687,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1688,i'm not sure how to guess,73,11.962679027206654,0.12111241788168314,0.10830015599328739
1689,firstname vs firstname,17,0.9851913864490227,0.00012965787503194104,0.0011995359741607035
1690,get firstname lastname,29,0.9005913822526347,0.003421571266176815,0.011152078440496593
1691,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1692,lets pick firstname lastname,29,0.9006030933481164,0.0034332823616585184,0.011152078440496593
1693,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1694,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1695,exit,70,7.244056111562024,0.16427178870361558,0.1833265899691134
1696,ok i'm finish,13,1.1024695468794166,0.5330764940889609,0.26317258144691374
1697,thank you,60,5.609896580977286,0.22200285332515524,0.13384689199071104
1698,hi,3,1.0000000238172235,6.671283758752367e-08,3.801308636795539e-08
1699,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1700,let's get firstname ,17,0.9841174152083412,0.0009443133656495961,0.0011995359741607035
1701,"it's the first turn, anyone have any ideas?",85,0.9815152195455703,0.005278979881945034,0.004378653868800222
1702,also hi,3,0.9999998893101658,6.779422012659353e-08,3.801308636795539e-08
1703,let's pick firstname lastname,29,0.900467139838597,0.003297328852139181,0.011152078440496593
1704,"he was the first one to make a suggestion, and he's at the top of the list",75,5.007256212307393,0.0028127959965082994,0.14159734489749307
1705,"yeah. we don't really have anything else to go on now, you know?",57,14.233773715327054,0.07633209436544242,0.09297271776846235
1706,well then. guess it wasn't either of those guys,64,0.9711866419172323,0.006023203107388242,0.0072827759095829125
1707,also hi. ,3,0.9999998948054706,6.229891535980414e-08,3.801308636795539e-08
1708,it seems really weird that they'd eliminate the only other person with accusations,54,0.9624183755943692,0.014945131553798618,0.01173577092837348
1709,whoa sorry about that my page suddenly scrolled down and i thought time was up and just hit vote,44,19.340085065714774,0.11259256215127778,0.07372892858599005
1710,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1711,yes,74,9.525132068373049,0.0401091156992095,0.07289872978256365
1712,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1713,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1714,i assumed it was a male,58,8.188315543269026,0.05839760727531207,0.0999344659380849
1715,i'll vote firstname,20,0.6428545091572477,0.11521199894568046,0.12742356919596573
1716,trying too hard,57,14.37187313824887,0.0617673285563729,0.09297271776846235
1717,i agree. firstname is,17,0.9846082069837228,0.0004535215902680134,0.0011995359741607035
1718,im just talkative lol,21,0.8960182203640137,0.021623842472995758,0.034088833744323414
1719,really,99,0.9326306708505172,0.019357389473963038,0.011233375782190714
1720,im not,39,10.259683148257507,0.1990510335173603,0.13020163531737813
1721,"hi, bystanders!  seems to me if we're smart, and we have more than the mafia, we can win this if we're smart",59,0.9949700583441166,2.3730508835750896e-07,0.0006634340364248014
1722,hey!,11,0.44616415285174277,0.10703383399957367,0.2255175933785597
1723,i have my eye on firstname lastname,38,0.9999999361829551,3.303944229315903e-08,4.443830107220432e-08
1724,how is that funny?,93,5.050384191915387,0.17008257034293806,0.12073895255395019
1725,"firstname lastname is a crappy person, but not mafia",4,0.9897767822137304,0.0006663405239221154,0.0007902048539898131
1726,get rid of firstname,77,0.5108351182668963,0.04870170126589346,0.07045117828295144
1727,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1728,lets get her outttta here!!!!!!!!!!!!!!!!!!!,52,0.9851219286608734,0.0007881630058872435,0.0022584809093201684
1729,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1730,agreed. firstname is mafia.,4,0.9899119077730328,0.0005312149646197195,0.0007902048539898131
1731,"firstname, who should we vote out then?",2,15.949504656675204,0.08648109404542659,0.12074345399439528
1732,so who's a bystander?,7,0.9999998656057433,3.313331853327384e-08,5.417537675638634e-08
1733,i'm mafia,91,20.736856451017818,0.04748432997664054,0.06228404197891624
1734,vote me out,78,7.217460511060787,0.10430714992192236,0.07113160333406096
1735,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1736,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1737,hey all!,42,0.6796010778492815,0.025319489859768507,0.05028870661417128
1738,i'm down with that.,95,6.0948884921611866,0.25059680562080544,0.2137284962182744
1739,hello ,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1740,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1741,hi guys,3,0.9999998533460359,1.0375835002296441e-07,3.801308636795539e-08
1742,hey how r u,11,0.8799304060558261,0.5408000872036569,0.2255175933785597
1743,firstname is mafia,4,0.9892450533290136,0.0011980694086389798,0.0007902048539898131
1744,hey just for lol guys,0,1.5621664573583394,0.08366871898708705,0.11146757069160446
1745,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1746,really,99,0.9326306708505172,0.019357389473963038,0.011233375782190714
1747,hahaha,79,16.74633067954734,0.08475830509233973,0.11230814425092658
1748,great,24,0.6899968835584965,0.0970520705824175,0.09127999212405609
1749,no guys,5,1.0586009469872968,0.20324117228273253,0.2946860553045414
1750,helo,34,0.8216129686042712,0.010532229731058051,0.11250250148932063
1751,amnda is mafia,25,21.561630616209804,0.18403332855575627,0.08362252477365324
1752,vote her out,52,0.9823858352202341,0.0035242564465265414,0.0022584809093201684
1753,whos firstname?,22,0.9988643309346823,5.001714132091273e-05,0.00010996045521027704
1754,im gonna make you an offer you cant refuse,89,2.1520037312142066,0.12078131642219603,0.1640909174865887
1755,sure,51,0.97505447754612,0.003468110589949558,0.0035668506079479297
1756,"firstname is mafia, lets get rid of her",4,0.9901737570577277,0.00026936567992486005,0.0007902048539898131
1757,firstname lastname is gonan sleep with the fishes,38,0.9999999119893656,8.845852716987679e-09,4.443830107220432e-08
1758,firstname is mafia too,4,0.9894353473655577,0.0010077753720948435,0.0007902048539898131
1759,firstname is a made man,50,0.983151583394219,0.0006427962950609212,0.0017317456183443601
1760,one more vote for firstname,20,0.6440006510405795,0.11406585706234873,0.12742356919596573
1761,firstname lastname is too suspicious,69,16.3809141746377,0.1182434849671381,0.07553538449272867
1762,why?,92,8.820534973683369,0.11590956945389586,0.12663097291953926
1763,how many women mafioso do you know?,45,12.379437012562908,0.1358929366942334,0.1279148819699809
1764,get rid of firstname?,77,0.5260177742597164,0.03351904527307337,0.07045117828295144
1765,she voted you out with firstname,20,0.9519978731088703,0.1939313650059421,0.12742356919596573
1766,"er,firstname*",22,0.9989014999396605,8.718614629910082e-05,0.00010996045521027704
1767,firstname makes me nervous she voted me ,20,0.8435883398419209,0.08552183173899275,0.12742356919596573
1768,"hey firstname, who do you think is in the mafia?",4,0.9900590281871195,0.00038409455053300956,0.0007902048539898131
1769,damnuit,34,0.8561158629843788,0.045035124111165614,0.11250250148932063
1770,meant to click firstname and can't change it,50,0.9873118836431806,0.0035175039539006026,0.0017317456183443601
1771,firstname - did you not vote last round? any suspicions?,20,0.914463906139104,0.1563973980361758,0.12742356919596573
1772,so who do we think is in the mafia? ,25,21.31792383231342,0.05967345534062929,0.08362252477365324
1773,"interesting, would make sense firstname is mafia. ",4,0.9895662865405651,0.0008768361970874494,0.0007902048539898131
1774,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1775,get firstname?,22,0.9988169271278766,2.6133345152334897e-06,0.00010996045521027704
1776,poor guy,61,0.9978579434997289,4.528788390811833e-05,0.0004004231617966437
1777,glad he's gone. he gave me crabs,37,6.188124223700862,0.05878860266915531,0.1241832083221308
1778,boobs,68,0.8834541188371634,0.033820888585817444,0.04611008703408091
1779,"yeah, firstname is lacking some compassion here. seems like a bad guy imo.",38,0.9999999261762234,2.3032710516623922e-08,4.443830107220432e-08
1780,i bet firstname did it. just look at that evil laugh. just sayin.,50,0.9849424030154184,0.001148023326138392,0.0017317456183443601
1781,pitch fork time! get firstname!,38,0.9999999575751076,5.4431594787018867e-08,4.443830107220432e-08
1782,kill me cause i'm sick of this stupid game,26,10.13022295313136,0.022536593410498185,0.07896401502203249
1783,i wanna trade,51,0.9845206617968068,0.005998073660737235,0.0035668506079479297
1784,get me outt,48,5.504165991999177,0.05252375595784908,0.12247827761503292
1785,;),66,0.8165324500403053,0.05519014336649508,0.03630816106266816
1786,me and firstname ,22,0.9989580731254981,0.0001437593321367281,0.00010996045521027704
1787,kick me out for that moneyy,89,2.3358640175489396,0.06307896991253692,0.1640909174865887
1788,i am,39,10.251284083280547,0.20745009849431995,0.13020163531737813
1789,and this a game,26,10.091045721194362,0.061713825347496254,0.07896401502203249
1790,im a hoarse,39,10.514393505018244,0.0556593232433773,0.13020163531737813
1791,hahaha,79,16.74633067954734,0.08475830509233973,0.11230814425092658
1792,yeeeet,24,0.7308015307064933,0.056247423434420685,0.09127999212405609
1793,hahaha,79,16.74633067954734,0.08475830509233973,0.11230814425092658
1794,heys,11,0.636864400923289,0.2977340820711199,0.2255175933785597
1795,"don't vote for firstname, make them suffer and wait.",2,16.018445883315113,0.017539867405517384,0.12074345399439528
1796,h3ehe,68,0.8343002542748921,0.015332975976453889,0.04611008703408091
1797,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1798,good job firstname. feeling like a lastname murder today?,38,0.9999999122152308,9.071717932407353e-09,4.443830107220432e-08
1799,"firstname is really quiet, whats up with that? you think the killer is gonna talk? no way, they are gonna be silent and invisible.",53,5.748105518965043,0.04922076126011632,0.14503976429133836
1800,feels bad,61,0.9976742628361382,0.0002289685474987646,0.0004004231617966437
1801,oh nooooo,27,0.6933067354886534,0.018153713583538345,0.11967304922544206
1802,how can you laugh!? this is serious busines!,28,19.12994927819598,0.029344697848245005,0.08485757669427652
1803,.... my spelling sucks.,28,19.159228671717454,0.05862409136971891,0.08485757669427652
1804,"so, let's just confess. if you're the mafia, say so!",91,20.88789541051306,0.10355462951860162,0.06228404197891624
1805,is it?,32,4.173796832623955,0.1566496448470973,0.12984529980696805
1806,like death,94,0.9811025985174068,0.0021655029393875536,0.0035384739643288476
1807,"wow, good job firstname, still killing without retribution i see.",38,0.9999999723920546,6.924854178969042e-08,4.443830107220432e-08
1808,"the mafia has raptors, i'm sure.",25,21.47428101224319,0.0966837245891412,0.08362252477365324
1809,"sure, i'll sheep vote.",78,7.42075278876467,0.09898512778196089,0.07113160333406096
1810,"firstname lastname, are you the mafia lady?",4,0.9904969375010009,5.3814763348314365e-05,0.0007902048539898131
1811,"i just realized, i had to push vote xd oops. i haven't been voting",44,19.231682693745512,0.004190190182015385,0.07372892858599005
1812,bahahahaha,99,0.9493306434841594,0.0026574168403208365,0.011233375782190714
1813,i say vote firstname. that silence is deadly.,2,16.048877113370814,0.012891362650183424,0.12074345399439528
1814,what,92,9.107987676860429,0.17154313372316388,0.12663097291953926
1815,get that mafia murderer firstname!,4,0.9908872525776485,0.000444129839995977,0.0007902048539898131
1816,"this is such a stupid game. i'm a bystander, but kill me anyways, want to get on with my day",7,0.999999880996804,4.8524379292480546e-08,5.417537675638634e-08
1817,hmm hmm hmmm,31,10.173388234966234,0.017574292228157873,0.06332899782991944
1818,a hoarse horse,32,4.589712767889072,0.25926629041801963,0.12984529980696805
1819,there ya go,48,5.648633619022589,0.09194387106556245,0.12247827761503292
1820,guess it wasnt her lol,73,12.107583827871949,0.023792382783611288,0.10830015599328739
1821,firstname huh,22,0.9988010639468721,1.3249846489316042e-05,0.00010996045521027704
1822,im a bounty hunter/ raptor trainer by day,12,0.9737408562327785,0.008535721320689471,0.009194667309340447
1823,pays the bills,68,0.9269200999834258,0.07728686973207988,0.04611008703408091
1824,never mess with firstname on her period.,50,0.9857117009296782,0.0019173212403982287,0.0017317456183443601
1825,"just look at the denial from firstname. i'm telling you, prime suspect, just saying.",69,16.60970439069654,0.1105467310917021,0.07553538449272867
1826,lmao,6,0.9056195231511078,0.03689009054187631,0.015226810279332762
1827,!,84,0.9235067368362538,0.0023447514011298853,0.007361652383567076
1828,"and wtg, firstname.",38,1.0000000205928299,1.1744931704971151e-07,4.443830107220432e-08
1829,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
1830,firstname?,22,0.9987454647891159,6.884900424553031e-05,0.00010996045521027704
1831,like a fart?,94,0.9869010031331998,0.003632901676405509,0.0035384739643288476
1832,i'd say that too.,36,9.366033727850462,0.31987619136103795,0.12462998059354097
1833,"also,",24,0.868877347669633,0.08182839352871896,0.09127999212405609
1834,"evil, saucy minx, you.",94,0.9855013538295185,0.0022332523727242037,0.0035384739643288476
1835,lol firstname. ,9,1.7848069523726895,0.09044135891498284,0.09260394480264153
1836,is there a point to this?,62,1.0404691679609452,0.22628970842569285,0.17322507983521485
1837,"you're right, firstname isn't talking.",50,0.9828563450488367,0.000938034640443286,0.0017317456183443601
1838,think firstname's getting 86d,38,0.999999904042704,8.99191165970592e-10,4.443830107220432e-08
1839,pitch forks! get that silent but deadly outta here!,28,19.09513404783064,0.005470532517094284,0.08485757669427652
1840,"is it, firstname?",50,0.9828798484083183,0.000914531280961639,0.0017317456183443601
1841,you are?!,39,10.352227484021615,0.10650669775325206,0.13020163531737813
1842,i'm scared.,39,10.55758948025804,0.09885529848317276,0.13020163531737813
1843,!,84,0.9235067368362538,0.0023447514011298853,0.007361652383567076
1844,"i'll vote for you, because you're sinister enough. you're a money hungry, hoarse horse.",72,18.031130088189663,0.06548511976526328,0.0859338212407025
1845,oi! ,34,0.8213755641847338,0.010294825311520595,0.11250250148932063
1846,firstname lastname!,29,0.9001821813801906,0.0030123703937326995,0.011152078440496593
1847,wow.,27,0.8907653226951987,0.17930487362300696,0.11967304922544206
1848,this does not look good for me.,28,19.20112158918037,0.10051700883263592,0.08485757669427652
1849,"well, firstname probably asked for it anyways.",50,0.9825209894519265,0.001273390237353511,0.0017317456183443601
1850,i would assume.,73,12.086422818474453,0.002631373386115854,0.10830015599328739
1851,sooooo,19,2.880729283335953,0.02791802542369881,0.15588119252524962
1852,awkward silence.,53,5.920173672034692,0.22128891432976516,0.14503976429133836
1853,firstname lastname sounds like a hard core name.,38,0.9999998576494363,4.549407650600301e-08,4.443830107220432e-08
1854,"if i was mafia, i'd want firstname lastname to be my name. very suave.",4,0.9899778581510549,0.0004652645865976801,0.0007902048539898131
1855,i read it in the sun.,86,2.9931824189505267,0.08688056506802644,0.15091607254474984
1856,pitch forks a ready!,28,19.13094415723632,0.03033957688858635,0.08485757669427652
1857,<-clearly evil mastermind. ,94,0.9844087206510177,0.001140619194223369,0.0035384739643288476
1858,is there a firstname in the house?!,50,0.9846221812557349,0.0008278015664548999,0.0017317456183443601
1859,"getting really suspicious of you silent, murder-y types.",88,0.8276929574016989,0.010640932299621153,0.044296930527068415
1860,"of course i'm right,.",58,8.234644784100345,0.10472684810663146,0.0999344659380849
1861,i'm firstname effing lastname.,38,0.9999998483011244,5.484238840836042e-08,4.443830107220432e-08
1862,"with a name like this, i'm probably a coffee/cocaine tycoon. ",38,0.9999998943881607,8.755352109979242e-09,4.443830107220432e-08
1863,"jesus firstname, what is wrong with you. did they not pay you enough?",50,0.9889223218368338,0.0051279421475538545,0.0017317456183443601
1864,i like talking to myself!,21,0.9055748029427624,0.031180425051744454,0.034088833744323414
1865,hi. ,3,0.9999998388780919,1.1822629408797525e-07,3.801308636795539e-08
1866,hello all,42,0.6062462437177075,0.04803534427180545,0.05028870661417128
1867,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1868,alrighty,13,0.9800742579797777,0.41068120518932194,0.26317258144691374
1869,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1870,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1871,hello ,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1872,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
1873,not firstname lastname,29,0.8958422842596153,0.001327526726842554,0.011152078440496593
1874,why?,92,8.820534973683369,0.11590956945389586,0.12663097291953926
1875,"no really, not",5,1.075985083455401,0.22062530875083675,0.2946860553045414
1876,firstname,22,0.9986897958519795,0.00012451794138190753,0.00010996045521027704
1877,80secs left,37,6.27704534012867,0.14770971909696406,0.1241832083221308
1878,not sure who to choose,33,0.9813966127363853,0.003158969015475188,0.0029499722212482054
1879,firstname is mafia i think,4,0.9895839432192117,0.0008591795184408335,0.0007902048539898131
1880,agree how are we supposed to play this game over a chat box haha,26,10.145787829780785,0.006971716761073665,0.07896401502203249
1881,whats the prize if we win?,65,6.05306553407271,0.015273655911979489,0.0933563229294365
1882,don't think there is a prize,65,6.04941454227956,0.018924647705128805,0.0933563229294365
1883,if you are mafia just respond to this ,91,20.74457205189721,0.039768729097247046,0.06228404197891624
1884,vote me out then lol,78,7.249769935524175,0.07199772545853378,0.07113160333406096
1885,don't you turn this on me,28,18.97445293751638,0.12615164283135627,0.08485757669427652
1886,i have no rationale just speeding things up ,57,14.373082229939543,0.06297642024704686,0.09297271776846235
1887,i'm voting for firstname ,20,0.5748341524343109,0.18323235566861729,0.12742356919596573
1888,then who besides firstname?,17,0.985117582191806,5.585361781523801e-05,0.0011995359741607035
1889,i don't trust firstname,69,16.43500079592596,0.0641568636788783,0.07553538449272867
1890,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1891,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1892,firstname lastname needs to be gone,71,0.7441795804387411,0.14046458719876342,0.12963946403384116
1893,lets eliminate firstname,77,0.4776600202052187,0.08187679932757108,0.07045117828295144
1894,welp they weren't mafia.... so there are only a few choices left,25,21.375612337592074,0.001984950061974189,0.08362252477365324
1895,haha,79,16.747245692307697,0.08384329233198429,0.11230814425092658
1896,well no.,5,0.9906488444624184,0.13528906975785415,0.2946860553045414
1897,not sure how to tell,58,8.032141137049866,0.09777679894384761,0.0999344659380849
1898,im hungry vote me off,78,7.332284951517231,0.010517290534521884,0.07113160333406096
1899,could be any of us. its just a guess.,73,12.034939472506887,0.04885197258145091,0.10830015599328739
1900,i wish there was more back story lol,85,0.9811217535447462,0.0048855138811209065,0.004378653868800222
1901,great game in person,26,10.056379875564488,0.09637967097737032,0.07896401502203249
1902,impossible like this,61,0.9985389803963747,0.000635749012737663,0.0004004231617966437
1903,agreed,36,9.098229123377646,0.05207158688822133,0.12462998059354097
1904,or am i just saying vote me off,78,7.310826475484549,0.010941185498159811,0.07113160333406096
1905,"really, firstname?",22,0.9989237730546713,0.00010945926130989658,0.00010996045521027704
1906,well firstname isn't mafia we know that,4,0.9894158956969451,0.0010272270407074569,0.0007902048539898131
1907,she'd be invested if she was,52,0.9879728151102022,0.0020627234434414943,0.0022584809093201684
1908,so don't kill her,94,0.979840590865544,0.003427510591250349,0.0035384739643288476
1909,or reverse psychology,41,4.7073282613265075,0.011922665772839736,0.13647323040378465
1910,sup,34,0.5813545720727485,0.22972616680046465,0.11250250148932063
1911,yo,49,1.1773602044106917,0.2749325803624474,0.23332272937932524
1912,get firstname outta here,22,0.9988953589100137,8.104511665230074e-05,0.00010996045521027704
1913,firstname talkin too much,38,0.999999886246147,1.6897365839874112e-08,4.443830107220432e-08
1914,it's you probably,64,0.9596923716971992,0.0054710671126447785,0.0072827759095829125
1915,kind of a fun game haha,26,10.049380876542417,0.1033786699994419,0.07896401502203249
1916,there's a bonus prize guys come on now,65,6.15271628584531,0.0843770958606207,0.0933563229294365
1917,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1918,i'm going to vote we eliminate firstname lastname,2,15.951556333489998,0.08442941723063235,0.12074345399439528
1919,hey!,11,0.44616415285174277,0.10703383399957367,0.2255175933785597
1920,me too!,15,0.4860892879621226,0.07773788518752911,0.16402510902448345
1921,no i'm a voter,78,7.401162832019464,0.07939517103675531,0.07113160333406096
1922,firstname lastname jr?,29,0.9117502267995942,0.014580415813136294,0.011152078440496593
1923,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1924,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1925,i agree,36,8.956310651323774,0.08984688516565065,0.12462998059354097
1926,so do we want to vote off someone,78,7.337960292525951,0.01619263154324191,0.07113160333406096
1927,that is you right?,32,4.282538888780747,0.04790758869030487,0.12984529980696805
1928,i am a bystander,7,0.9999997392224774,9.324994731940706e-08,5.417537675638634e-08
1929,who do you think the mafia is,25,21.275743530983934,0.10185375667011343,0.08362252477365324
1930,you completely revealed yourself and they still didn't realize you where mafia the heck lol,91,20.89887495084169,0.11453416984723219,0.06228404197891624
1931,hahahaha!,79,16.961531884248167,0.13044289960848587,0.11230814425092658
1932,ok so they think it's firstname,50,0.9830665825067155,0.000727797182564438,0.0017317456183443601
1933,let's not vote for them,72,17.97109943771895,0.005454469294551956,0.0859338212407025
1934,i say we elinate,57,14.252594192096442,0.057511617596054165,0.09297271776846235
1935,firstname lastname,29,0.8864944081672624,0.010675402819195434,0.011152078440496593
1936,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
1937,firstname lastname is mafia,4,0.9893077495468651,0.001135373190787492,0.0007902048539898131
1938,firstname are you a bystander?,46,0.8790007062761315,0.018461107322209847,0.019604320906268947
1939,that's what somebody in the mafia would say!,40,0.7044311834081821,0.06975085504343481,0.08503115593173359
1940,what about firstname?,17,0.9832093752846217,0.0018523532893690575,0.0011995359741607035
1941,"i'm a bystander, duh ",7,0.9999997945976679,3.787475688632469e-08,5.417537675638634e-08
1942,firstname is mobster,4,0.9922685752045077,0.0018254524668551708,0.0007902048539898131
1943,ok now let's eliminate firstname then outnumber vote firstname,2,16.03459588858961,0.0013898621310204362,0.12074345399439528
1944,since firstname seems very quiet,53,5.607305277994501,0.09157947971042546,0.14503976429133836
1945,what you think?,32,4.2547617797638635,0.07568469770718877,0.12984529980696805
1946,yeah i think that is a good plan,57,14.248796948214782,0.061308861477714416,0.09297271776846235
1947,i think firstname will believe us,69,16.5139985257324,0.014840866127563856,0.07553538449272867
1948,yes,74,9.525132068373049,0.0401091156992095,0.07289872978256365
1949,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1950,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1951,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1952,let's vote for firstname,2,15.9445439521815,0.09144179853913137,0.12074345399439528
1953,ok,13,0.3930168666314013,0.17637618615905443,0.26317258144691374
1954,hi,3,0.9999999524373366,4.6670493025757764e-09,3.801308636795539e-08
1955,hey guys!,11,0.7666169217378511,0.427486602885682,0.2255175933785597
1956,hey,11,0.19949824986211664,0.13963206899005245,0.2255175933785597
1957,firstname vote firstname,20,0.566028559629177,0.19203794847375122,0.12742356919596573
1958,oooo,27,0.7137587315594642,0.002298282487272485,0.11967304922544206
1959,im a bystander but i gotcha,7,0.9999997552408616,7.723156314476398e-08,5.417537675638634e-08
1960,wrong choice guys lol but good luck,33,0.9845995190456831,4.393729382257128e-05,0.0029499722212482054
1961,i'm a simple woman and would never harm anyone,94,0.9848439460692019,0.001575844612407562,0.0035384739643288476
1962,hello,10,0.9982400858237978,3.392152144787719e-05,9.60678253491835e-05
1963,oh boy,27,0.5559513951870225,0.15550905388516922,0.11967304922544206
1964,"this is gonnna be harder than i thought, lol",57,14.399159633463249,0.08905382377075277,0.09297271776846235
1965,any thoughts on strategy?,57,14.24485673051398,0.06524907917851586,0.09297271776846235
1966,i know,99,0.9460514576476986,0.005936602676781644,0.011233375782190714
1967,"i mean, obviously don't vote for each other, lol",72,17.97549328660582,0.009848318181418847,0.0859338212407025
1968,lolol i know...i think dr. firstname should be next to go,17,0.9873545244625276,0.002292795888536814,0.0011995359741607035
1969,let's get rid of firstname,77,0.45196583053916384,0.10757098899362594,0.07045117828295144
1970,trump 2020,55,1.2065215563363558,0.2765221833857303,0.21782119477181203
1971,press f to pay respects,68,0.8801120255505388,0.03047879529919284,0.04611008703408091
1972,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1973,"that's not nice, dr. firstname! ",38,0.9999998675147899,3.562872297191433e-08,4.443830107220432e-08
1974,o no dr,5,1.1383306076583937,0.2829708329538294,0.2946860553045414
1975,yo what's up,87,0.7391238262372004,0.0671426624363829,0.05430370671497275
1976,how we voting?,72,17.802673300625866,0.16297166779853356,0.0859338212407025
1977,whodunit,85,0.9801525653548366,0.003916325691211364,0.004378653868800222
1978,lol,6,0.8629278810275653,0.005801551581666176,0.015226810279332762
1979,sorry kat,1,1.0082231475719465,0.023417469660276358,0.17869471510766582
1980,"i'm a doctor, you're not looking good regardless",28,19.107141107799535,0.0065365274518001115,0.08485757669427652
1981,not much to go off of unless you're mafia tbh,91,20.94099317894659,0.15665239795213282,0.06228404197891624
1982,rip firstname,38,0.9999998607957395,4.2347773288042845e-08,4.443830107220432e-08
1983,"so, who did it, fess up",85,0.9736039616821401,0.0026322779814851316,0.004378653868800222
1984,doctor's orders,75,5.136314254840282,0.12624524653638058,0.14159734489749307
1985,f,68,0.7847197327828764,0.06491349746846953,0.04611008703408091
1986,this is going well on votes,44,19.316076886338557,0.08858438277506053,0.07372892858599005
1987,i just voted for the first person to vote haha,44,19.129202009836426,0.09829049372707033,0.07372892858599005
1988,"wow i figured i was just gonna get mafia'd, i'm a bystander, good luck guys",59,0.994782451125562,0.00018736991346623988,0.0006634340364248014
